0,2016,Grand-Est,44,8182.5,529.1,4922.9,468.3
1,2016,Normandie,28,130.4,304.4,1186.3,126.6
2,2016,Pays de la Loire,52,18.7,278.0,1261.1,443.5
3,2016,Corse,94,471.3,9.2,32.9,156.6
4,2016,Hauts-de-France,32,15.5,749.5,4857.7,128.7
5,2016,Ile-de-France,11,58.0,795.3,60.9,70.4
6,2016,Nouvelle-Aquitaine,75,3940.4,1341.5,920.1,2219.7
7,2016,Occitanie,76,9949.3,560.3,2641.0,1834.0
8,2016,Bourgogne-Franche-Comté,27,936.6,126.2,778.6,216.6
9,2016,Bretagne,53,547.4,244.8,1477.2,197.9
10,2016,Centre-Val de Loire,24,128.2,325.1,1622.9,243.5
11,2016,Provence-Alpes-Côte d'Azur,93,9130.5,561.6,108.6,1354.8
12,2016,Auvergne-Rhône-Alpes,84,25719.7,678.6,853.7,810.6
