0,2013,Grand-Est,44,8624.5,430.3,3688.5,409.6
1,2013,Provence-Alpes-Côte d'Azur,93,12394.3,332.1,116.0,813.5
2,2013,Corse,94,598.0,11.4,20.9,113.4
3,2013,Hauts-de-France,32,14.5,440.6,3262.5,106.8
4,2013,Nouvelle-Aquitaine,75,4568.3,1065.9,714.1,830.0
5,2013,Centre-Val de Loire,24,171.4,233.6,1513.2,166.4
6,2013,Ile-de-France,11,35.2,786.3,38.4,58.2
7,2013,Normandie,28,134.9,309.9,968.8,92.4
8,2013,Auvergne-Rhône-Alpes,84,30409.8,471.8,744.3,472.7
9,2013,Bretagne,53,479.8,159.1,1405.8,153.0
10,2013,Occitanie,76,11961.5,508.1,2197.1,989.8
11,2013,Pays de la Loire,52,13.4,266.4,983.5,303.7
12,2013,Bourgogne-Franche-Comté,27,1062.8,91.9,288.3,150.4
