0,2015,Pays de la Loire,52,18.4,277.5,1223.4,421.8
1,2015,Bourgogne-Franche-Comté,27,727.6,122.4,695.4,219.6
2,2015,Corse,94,347.4,10.2,24.2,147.6
3,2015,Grand-Est,44,7176.9,512.4,5165.7,491.7
4,2015,Auvergne-Rhône-Alpes,84,23723.6,591.8,799.0,784.3
5,2015,Ile-de-France,11,55.2,709.0,52.7,71.9
6,2015,Hauts-de-France,32,13.2,713.9,4966.2,126.0
7,2015,Bretagne,53,531.9,229.9,1651.0,187.3
8,2015,Occitanie,76,9424.0,520.9,2318.0,1603.6
9,2015,Normandie,28,117.0,313.9,1259.7,121.6
10,2015,Provence-Alpes-Côte d'Azur,93,8994.1,435.0,105.4,1206.3
11,2015,Nouvelle-Aquitaine,75,3082.2,1298.7,924.0,1817.0
12,2015,Centre-Val de Loire,24,99.2,322.0,1927.6,234.3
